customer_id,tenure_months,plan_type,acquisition_channel,weekly_deliveries_last_8w,skipped_weeks_last_8w,avg_box_price,discount_pct_last_order,support_tickets_last_90d,avg_ticket_resolution_hrs,late_deliveries_last_90d,app_sessions_last_30d,recipe_swaps_last_30d,days_since_last_login,referred_friends_total,loyalty_tier,churned
3824,18,2-person-4meal,paid_social,8,0,10.66,12.7,0,0.5,2,0,0,0,0,none,0
3825,9,4-person-4meal,organic_search,6,0,11.7,11.8,3,19.5,1,8,1,14,0,none,0
3826,11,2-person-4meal,paid_social,3,0,13.95,10.0,0,19.2,0,8,0,20,0,silver,0
3827,12,4-person-2meal,organic_search,3,0,17.2,11.5,2,13.4,0,3,0,7,0,none,0
3828,1,4-person-4meal,paid_social,8,0,12.96,19.5,0,23.6,0,6,0,0,0,none,0
3829,14,4-person-2meal,referral,4,0,8.0,24.0,0,14.4,0,0,0,0,0,silver,0
3830,14,2-person-3meal,referral,7,1,13.67,8.6,2,18.2,0,10,0,10,1,silver,0
3831,10,4-person-4meal,paid_social,4,0,12.9,1.4,0,13.0,0,6,1,0,0,none,1
3832,5,2-person-3meal,organic_search,3,1,10.29,2.2,3,7.7,0,3,1,7,0,gold,0
3833,23,2-person-3meal,organic_search,6,1,12.52,8.2,0,11.5,0,14,2,0,0,none,0
3834,12,2-person-4meal,affiliate,5,2,9.0,0,0,19.7,0,4,1,9,0,gold,0
3835,12,4-person-2meal,email,2,1,9.75,9.5,3,14.3,0,12,0,5,0,none,1
3836,12,4-person-2meal,affiliate,5,3,8.72,1.6,3,14.4,2,3,1,9,0,silver,0
3837,17,2-person-4meal,organic_search,8,0,11.05,4.6,0,20.3,1,4,1,4,0,silver,0
3838,17,2-person-3meal,affiliate,6,0,8.96,0.7,0,14.4,0,6,2,13,0,none,0
3839,9,4-person-4meal,organic_search,4,0,7.55,4.9,0,21.7,1,14,0,4,1,none,1
3840,19,2-person-4meal,organic_search,4,1,13.87,4.4,0,11.4,1,5,0,1,0,none,0
3841,4,2-person-4meal,referral,6,1,11.53,28.1,0,17.1,1,10,0,0,0,none,0
3842,15,2-person-3meal,paid_social,3,1,10.96,0,2,9.6,2,4,0,0,0,none,1
3843,6,2-person-4meal,paid_social,4,1,11.61,16.0,1,13.1,0,6,0,3,1,none,0
3844,18,4-person-4meal,paid_social,6,0,7.97,0,1,0.5,0,3,0,5,0,none,1
3845,6,2-person-4meal,email,7,1,10.89,11.4,0,29.9,0,3,0,0,0,none,0
3846,24,4-person-4meal,paid_social,5,2,9.47,16.4,2,9.5,0,8,1,12,1,silver,0
3847,17,2-person-4meal,referral,8,0,10.3,5.9,1,13.8,2,15,0,0,1,gold,0
3848,9,4-person-4meal,referral,7,0,13.24,7.4,0,3.8,0,5,0,6,0,none,0
3849,2,2-person-3meal,referral,6,0,14.61,12.0,1,18.5,1,5,2,4,0,none,0
3850,6,4-person-4meal,email,5,0,12.69,11.3,0,22.3,0,17,0,10,0,silver,0
3851,5,4-person-4meal,paid_social,6,1,11.45,7.4,2,5.6,0,0,2,0,0,none,1
3852,1,2-person-4meal,paid_social,8,0,15.79,0,2,21.6,0,11,1,1,0,none,0
3853,5,2-person-3meal,affiliate,6,1,13.78,14.1,0,16.3,1,1,3,17,1,none,1
3854,5,4-person-4meal,paid_social,5,0,12.73,4.3,0,11.4,0,0,0,3,1,none,0
3855,20,2-person-3meal,referral,7,1,11.05,0.4,1,9.1,0,7,0,14,0,none,0
3856,17,4-person-4meal,affiliate,3,1,12.47,8.1,1,5.7,0,8,4,8,0,none,0
3857,16,4-person-4meal,paid_social,7,1,13.8,1.5,1,24.3,0,3,0,0,1,none,0
3858,11,2-person-4meal,paid_social,4,1,12.22,5.5,0,16.0,0,7,0,5,0,silver,0
3859,11,4-person-2meal,paid_social,6,2,11.52,0,1,1.5,2,0,2,12,0,none,0
3860,9,2-person-4meal,affiliate,0,0,10.24,9.7,4,32.8,1,8,0,7,0,none,1
3861,10,2-person-4meal,affiliate,2,0,12.3,23.5,1,11.7,0,2,0,0,0,none,0
3862,5,4-person-2meal,affiliate,6,0,9.66,11.7,2,15.7,0,4,0,3,0,none,0
3863,14,2-person-4meal,paid_social,4,0,13.69,15.0,1,0.5,0,4,1,0,0,none,0
3864,18,4-person-4meal,organic_search,5,0,13.17,0.8,1,28.6,0,0,0,12,2,none,0
3865,6,4-person-2meal,paid_social,3,4,9.99,11.0,2,5.7,0,0,0,5,0,gold,1
3866,9,2-person-3meal,organic_search,1,1,13.63,20.7,0,20.0,0,3,1,3,0,silver,1
3867,1,2-person-3meal,organic_search,5,1,12.56,18.0,0,0.5,1,2,0,0,1,none,0
3868,2,4-person-2meal,email,6,1,9.94,0,0,0.5,1,5,2,3,1,none,0
3869,16,2-person-4meal,organic_search,6,1,14.76,0,1,14.9,2,2,0,9,0,none,1
3870,5,2-person-4meal,paid_social,5,0,11.98,12.3,0,17.7,0,13,2,12,0,none,0
3871,10,2-person-3meal,organic_search,7,0,13.22,3.4,2,20.9,2,0,2,0,0,none,0
3872,2,4-person-4meal,affiliate,1,0,10.49,9.7,0,18.5,0,5,1,8,0,none,1
3873,1,4-person-4meal,paid_social,6,2,6.08,9.2,0,11.5,1,6,4,2,0,none,0
3874,12,4-person-2meal,email,4,3,9.63,2.6,1,0.5,0,1,1,15,0,none,1
3875,13,4-person-4meal,organic_search,1,1,12.55,5.1,0,20.4,0,12,0,8,0,none,0
3876,13,2-person-3meal,organic_search,3,4,12.25,28.8,0,6.9,2,2,1,0,1,none,0
3877,15,2-person-4meal,organic_search,6,0,14.08,10.7,0,16.0,0,11,1,17,0,none,0
3878,1,2-person-3meal,referral,6,0,10.61,11.4,0,3.7,0,8,0,8,0,none,0
3879,8,4-person-4meal,affiliate,2,0,16.55,11.3,2,0.5,0,2,0,9,1,silver,0
3880,16,2-person-4meal,paid_social,8,0,14.21,23.4,1,0.5,0,2,1,0,0,silver,0
3881,2,4-person-4meal,paid_social,6,0,14.41,1.1,1,0.5,1,0,0,6,0,gold,0
3882,17,2-person-4meal,referral,5,1,11.25,18.6,0,12.5,0,3,1,4,0,none,0
3883,13,2-person-4meal,referral,2,2,10.7,25.3,2,10.9,1,12,1,31,0,silver,1
3884,14,4-person-4meal,organic_search,5,3,12.91,24.3,1,13.7,0,11,0,0,0,none,1
3885,13,4-person-2meal,referral,5,2,9.75,12.1,0,0.5,1,8,2,0,0,none,0
3886,8,4-person-2meal,paid_social,7,0,10.2,11.0,0,8.9,0,2,0,5,0,none,0
3887,4,2-person-4meal,paid_social,2,3,12.22,10.1,0,9.7,0,8,1,0,0,none,0
3888,10,4-person-2meal,referral,3,0,15.46,2.2,0,13.8,1,7,0,10,0,none,0
3889,3,2-person-3meal,referral,2,2,13.42,0,1,11.6,2,7,2,11,0,gold,1
3890,1,4-person-2meal,referral,7,1,11.59,0,0,8.7,0,0,0,0,0,silver,0
3891,6,2-person-3meal,referral,2,3,18.07,7.1,3,8.5,0,11,0,6,0,silver,1
3892,20,4-person-4meal,affiliate,6,0,7.66,0,0,17.0,2,5,1,8,1,silver,0
3893,14,2-person-3meal,organic_search,4,1,11.74,14.5,0,15.5,0,3,0,0,1,none,0
3894,1,2-person-4meal,organic_search,6,0,10.93,5.3,2,0.5,0,9,1,0,0,silver,0
3895,6,4-person-4meal,paid_social,8,0,10.61,8.5,0,17.2,1,0,0,7,1,none,0
3896,5,4-person-4meal,paid_social,3,0,9.79,11.4,0,7.4,0,3,0,0,0,none,1
3897,15,4-person-4meal,referral,7,0,10.54,4.4,1,18.5,1,3,1,7,1,none,0
3898,14,4-person-2meal,email,0,2,11.76,2.8,0,25.7,0,10,0,2,0,none,1
3899,10,2-person-4meal,referral,6,2,10.61,0,0,42.5,0,4,2,20,1,silver,0
3900,6,2-person-3meal,organic_search,7,0,6.66,0,0,11.3,1,7,2,0,0,none,0
3901,14,2-person-3meal,paid_social,7,1,8.29,16.9,2,17.0,0,0,1,0,0,none,0
3902,5,4-person-2meal,paid_social,8,0,12.97,15.8,1,1.7,0,7,0,3,0,silver,0
3903,7,2-person-3meal,organic_search,2,2,11.62,7.0,2,32.7,1,14,0,0,0,none,0
3904,1,4-person-4meal,organic_search,7,1,10.24,12.1,3,4.5,1,7,0,13,0,gold,0
3905,12,4-person-4meal,paid_social,2,3,11.82,8.3,0,25.7,2,4,2,6,0,gold,1
3906,8,4-person-4meal,affiliate,5,1,12.31,26.7,4,34.6,0,6,0,8,0,silver,0
3907,1,4-person-2meal,paid_social,4,0,10.79,10.9,1,3.8,2,4,3,4,0,none,1
3908,10,4-person-2meal,paid_social,3,2,14.13,12.0,0,4.6,0,2,0,16,1,silver,1
3909,4,4-person-4meal,affiliate,5,0,11.31,19.9,2,0.5,0,0,1,15,0,none,1
3910,2,2-person-3meal,paid_social,5,3,5.84,15.8,0,0.9,0,10,1,0,0,none,0
3911,6,2-person-3meal,paid_social,3,0,7.73,8.1,0,26.4,1,10,2,2,0,none,0
3912,15,2-person-4meal,affiliate,4,2,8.54,6.3,1,9.8,0,5,2,6,0,gold,0
3913,8,4-person-2meal,email,5,0,10.37,17.2,0,0.8,1,7,3,0,0,none,0
3914,12,2-person-4meal,organic_search,8,0,12.26,0,1,19.6,0,0,1,8,1,silver,1
3915,13,4-person-2meal,organic_search,8,0,9.0,20.8,0,27.9,0,12,0,4,0,none,0
3916,6,2-person-3meal,paid_social,5,2,11.73,2.1,0,0.5,0,4,0,8,0,gold,0
3917,12,2-person-4meal,paid_social,3,1,9.27,10.7,3,3.8,0,0,1,6,0,none,1
3918,15,2-person-4meal,paid_social,5,2,11.36,0,0,14.4,0,11,1,0,1,gold,0
3919,14,4-person-4meal,paid_social,7,1,9.74,19.8,0,16.2,2,5,0,11,0,none,0
3920,6,2-person-4meal,paid_social,2,2,9.37,0,0,18.8,0,0,2,11,0,silver,0
3921,3,4-person-2meal,paid_social,6,1,11.31,13.4,0,32.0,0,20,2,2,0,silver,0
3922,1,2-person-4meal,paid_social,4,3,10.24,6.7,0,0.7,0,5,0,1,0,none,0
3923,17,2-person-4meal,referral,3,0,9.7,9.6,0,10.8,0,3,0,0,1,none,1
3924,2,4-person-4meal,referral,7,0,13.88,13.6,1,28.9,1,7,0,0,0,gold,0
3925,14,2-person-4meal,email,3,0,12.47,0,0,5.3,2,12,0,2,0,none,0
3926,10,4-person-2meal,organic_search,4,0,8.85,20.4,0,3.4,1,13,0,7,0,none,0
3927,1,4-person-4meal,affiliate,5,1,13.88,7.2,2,13.5,2,4,0,0,0,none,1
3928,13,2-person-4meal,organic_search,3,0,12.32,0,1,22.2,1,13,2,2,1,gold,0
3929,4,4-person-2meal,paid_social,8,0,5.94,15.4,0,2.6,0,7,2,9,0,none,0
3930,7,4-person-2meal,affiliate,4,2,8.84,3.6,1,23.4,3,5,2,2,1,gold,1
3931,18,2-person-4meal,affiliate,7,1,11.88,12.2,0,10.4,0,2,2,8,0,none,0
3932,4,2-person-4meal,organic_search,4,3,10.55,5.7,0,24.4,1,0,2,1,0,silver,1
3933,14,2-person-3meal,paid_social,3,0,10.67,1.4,1,6.5,2,3,0,0,0,gold,1
3934,12,4-person-4meal,paid_social,0,0,10.93,9.7,1,9.5,2,8,2,5,0,none,0
3935,1,4-person-2meal,paid_social,7,0,9.11,4.7,1,2.0,0,2,1,0,0,silver,0
3936,1,2-person-4meal,organic_search,8,0,4.9,4.3,0,9.7,0,7,1,0,0,silver,0
3937,16,4-person-4meal,referral,5,3,14.63,0.6,1,23.3,0,9,1,11,0,none,0
3938,5,2-person-3meal,organic_search,4,0,8.98,15.3,0,29.3,1,5,0,1,1,none,1
3939,8,2-person-4meal,organic_search,8,0,9.34,1.3,1,0.5,0,3,1,11,0,none,0
3940,9,4-person-4meal,organic_search,1,2,12.34,9.8,0,24.0,0,0,2,0,1,none,0
3941,12,4-person-2meal,referral,7,1,11.15,11.1,2,22.2,0,8,1,18,0,gold,0
3942,7,2-person-3meal,organic_search,2,2,18.04,10.4,0,0.5,0,1,1,9,0,silver,1
3943,9,2-person-4meal,paid_social,6,2,7.07,5.1,0,23.0,0,0,0,6,0,none,0
3944,11,4-person-4meal,organic_search,7,1,9.67,0,1,11.5,0,6,1,16,0,silver,0
3945,1,2-person-3meal,affiliate,6,2,9.51,13.2,0,11.7,1,9,0,0,0,none,1
3946,1,2-person-3meal,affiliate,4,0,12.08,7.0,1,41.1,1,3,1,18,0,none,1
3947,25,2-person-3meal,affiliate,4,1,10.55,10.6,4,7.9,0,6,0,13,0,gold,0
3948,6,2-person-4meal,referral,5,1,11.18,22.4,1,0.5,1,6,1,24,0,none,0
3949,15,2-person-3meal,paid_social,7,0,9.49,23.8,1,4.6,2,13,2,0,0,silver,0
3950,11,4-person-4meal,referral,1,2,9.79,4.1,0,28.6,0,16,3,1,0,none,0
3951,12,2-person-4meal,affiliate,8,0,12.69,11.5,1,12.2,1,11,3,10,0,none,0
3952,10,2-person-4meal,organic_search,4,2,11.53,0,0,2.0,1,1,1,10,0,none,0
3953,13,2-person-4meal,paid_social,7,1,11.48,6.1,0,10.8,0,6,2,3,1,none,0
3954,25,2-person-4meal,email,5,1,10.97,0,0,15.1,1,2,0,13,0,none,0
3955,9,2-person-4meal,email,8,0,12.13,34.7,0,7.5,1,7,1,4,0,none,0
3956,15,4-person-2meal,paid_social,4,0,12.12,0,0,16.8,0,0,1,0,0,silver,1
3957,12,4-person-2meal,referral,1,1,11.75,0,0,17.4,1,14,2,0,0,gold,0
3958,3,4-person-2meal,referral,6,0,14.76,0,1,31.6,1,3,3,7,0,none,0
3959,4,2-person-4meal,organic_search,4,0,12.69,19.9,2,3.4,1,11,1,12,0,none,0
3960,1,2-person-4meal,paid_social,4,4,13.23,5.6,0,19.0,0,6,2,0,0,none,1
3961,1,4-person-2meal,referral,6,0,10.78,17.0,1,0.5,0,10,0,0,0,none,0
3962,14,4-person-4meal,organic_search,8,0,11.31,8.1,0,0.5,0,7,0,5,1,gold,0
3963,15,4-person-2meal,organic_search,6,2,10.79,16.3,3,8.5,0,0,0,21,0,none,0
3964,5,4-person-2meal,organic_search,2,0,7.91,23.4,0,17.4,1,7,0,0,0,none,0
3965,20,2-person-4meal,affiliate,7,1,13.66,7.3,0,20.8,0,1,0,1,0,silver,0
3966,3,4-person-4meal,referral,4,2,13.04,1.5,0,17.5,0,1,0,17,1,gold,0
3967,4,2-person-4meal,paid_social,3,0,11.38,7.8,0,7.6,0,0,0,5,1,silver,1
3968,2,4-person-4meal,organic_search,7,1,9.98,20.5,0,7.3,2,8,2,15,0,silver,0
3969,10,4-person-2meal,organic_search,5,0,9.32,5.4,0,13.5,0,0,0,10,0,gold,0
3970,12,2-person-3meal,paid_social,4,0,13.12,12.6,2,29.6,0,14,0,0,0,none,0
3971,8,4-person-4meal,email,6,0,9.43,9.9,1,19.9,0,5,0,0,0,silver,0
3972,1,2-person-4meal,paid_social,4,3,9.11,23.9,1,10.4,0,6,0,7,1,none,1
3973,12,2-person-3meal,referral,8,0,10.97,9.0,0,17.3,1,11,1,0,0,silver,0
3974,1,2-person-3meal,referral,6,1,10.41,20.8,1,14.2,1,10,1,9,1,none,1
3975,8,4-person-2meal,paid_social,5,2,12.16,22.9,2,19.5,0,0,1,0,0,none,1
3976,1,2-person-3meal,referral,5,3,13.03,5.7,0,1.6,0,6,1,0,0,none,0
3977,4,4-person-4meal,affiliate,5,0,9.94,12.0,0,24.9,0,13,2,8,0,silver,0
3978,21,2-person-3meal,paid_social,6,1,14.42,26.0,0,3.3,0,1,0,8,0,silver,0
3979,8,4-person-4meal,organic_search,5,2,12.29,7.2,0,0.5,0,0,3,5,0,silver,0
3980,11,4-person-2meal,affiliate,2,0,10.98,0,0,21.1,0,2,3,6,0,none,1
3981,4,4-person-4meal,paid_social,6,2,9.34,5.5,0,11.0,1,9,0,7,0,silver,0
3982,19,4-person-2meal,paid_social,3,2,11.6,25.0,2,13.4,1,9,0,0,0,none,1
3983,16,2-person-3meal,paid_social,6,2,10.51,11.7,0,4.1,0,5,3,0,0,none,0
3984,2,2-person-4meal,email,5,2,13.62,16.4,2,18.6,1,10,0,5,0,silver,0
3985,25,4-person-2meal,referral,2,2,13.77,0,0,20.7,0,5,1,17,0,none,1
3986,12,2-person-4meal,email,5,0,12.21,21.7,1,20.4,0,10,0,0,0,silver,0
3987,5,4-person-4meal,paid_social,8,0,12.59,20.4,0,4.5,0,14,0,0,0,none,0
3988,19,4-person-2meal,affiliate,2,1,14.53,24.3,0,20.6,1,9,0,5,0,none,0
3989,11,4-person-4meal,referral,0,1,11.15,7.9,0,20.8,0,5,1,0,0,silver,0
3990,5,2-person-3meal,paid_social,5,1,11.72,7.7,0,0.5,0,13,0,15,0,silver,0
3991,5,2-person-3meal,email,6,0,12.37,13.0,4,17.0,0,10,2,11,0,none,1
3992,2,4-person-4meal,organic_search,4,0,10.33,0.5,0,30.1,0,0,1,0,0,none,0
3993,21,2-person-3meal,paid_social,5,3,9.6,12.5,0,2.9,0,4,0,2,1,none,1
3994,8,4-person-2meal,affiliate,4,2,9.13,0.4,1,18.9,0,9,2,16,0,silver,1
3995,20,4-person-4meal,paid_social,8,0,13.9,18.0,2,24.7,0,5,1,9,1,silver,0
3996,3,4-person-2meal,paid_social,7,0,10.37,7.7,0,0.5,2,7,0,0,0,silver,0
3997,13,4-person-4meal,paid_social,8,0,9.95,0,0,23.7,1,11,3,8,0,none,0
3998,1,4-person-2meal,paid_social,3,0,10.05,3.1,0,11.0,3,4,0,7,0,silver,0
3999,11,4-person-4meal,paid_social,3,1,10.68,13.0,0,37.8,0,0,1,6,0,none,0
4000,18,2-person-3meal,referral,3,0,11.36,11.1,3,16.8,1,13,2,2,1,none,1
4001,11,2-person-3meal,email,6,0,12.6,16.4,0,30.8,1,3,0,0,0,none,0
4002,8,4-person-4meal,organic_search,4,1,10.35,0,0,2.8,0,7,0,4,0,none,0
4003,21,4-person-2meal,referral,5,1,15.72,0,0,21.2,3,11,4,8,0,gold,0
4004,18,2-person-3meal,organic_search,7,1,14.31,0.8,0,13.2,1,4,1,4,0,none,0
4005,25,4-person-4meal,paid_social,6,2,12.93,12.7,0,27.2,0,10,3,7,0,silver,0
4006,1,4-person-4meal,email,5,1,8.56,14.6,0,14.4,0,11,0,0,0,gold,0
4007,17,2-person-4meal,paid_social,8,0,9.3,0,0,24.6,0,8,2,5,1,none,0
4008,8,2-person-4meal,paid_social,6,0,9.59,0.5,0,22.6,2,8,3,4,0,none,0
4009,19,2-person-3meal,organic_search,2,0,12.6,0,0,19.3,0,2,0,15,1,silver,0
4010,9,4-person-4meal,paid_social,8,0,10.43,4.3,2,13.5,0,4,2,8,0,none,0
4011,13,4-person-2meal,affiliate,3,0,11.03,0,0,18.8,0,4,1,9,0,none,0
4012,10,2-person-3meal,paid_social,5,1,10.08,23.2,0,5.5,0,4,3,8,0,silver,0
4013,15,4-person-4meal,paid_social,8,0,9.29,10.0,0,11.5,1,10,1,17,1,none,0
4014,4,4-person-2meal,affiliate,3,3,12.2,4.5,0,13.3,0,14,2,8,0,silver,0
4015,11,4-person-4meal,affiliate,6,0,14.12,0,0,21.3,0,6,1,4,1,none,1
4016,8,2-person-3meal,paid_social,6,1,10.01,15.6,0,18.4,0,8,1,2,0,silver,0
4017,6,2-person-3meal,referral,8,0,11.32,0,0,0.5,0,7,0,0,0,none,0
4018,23,2-person-3meal,affiliate,8,0,9.15,8.0,0,19.6,1,13,3,5,0,none,0
4019,2,2-person-4meal,paid_social,8,0,10.54,4.6,2,30.3,0,2,1,0,0,none,0
4020,10,4-person-2meal,referral,5,1,11.29,3.3,0,17.2,1,16,2,5,0,none,0
4021,8,2-person-3meal,organic_search,4,1,12.23,16.9,0,0.5,1,3,1,7,1,none,1
4022,13,2-person-3meal,organic_search,7,0,13.57,33.6,0,3.3,1,0,0,13,0,silver,0
4023,3,4-person-2meal,affiliate,5,0,9.12,11.7,3,21.1,2,14,2,9,0,silver,1
4024,10,2-person-3meal,referral,5,0,12.85,0,1,4.5,1,5,0,1,0,none,0
4025,6,4-person-4meal,referral,5,1,9.88,6.8,0,8.5,1,2,1,16,0,none,1
4026,1,2-person-4meal,paid_social,3,1,14.64,0.0,3,31.2,1,0,0,0,0,none,0
4027,6,2-person-3meal,affiliate,7,1,13.5,3.3,2,8.0,0,11,1,5,0,none,0
4028,9,4-person-2meal,paid_social,6,2,10.19,4.7,1,4.4,1,10,1,11,0,none,0
4029,24,2-person-3meal,organic_search,2,2,12.47,0,0,17.6,0,9,0,13,1,gold,0
4030,15,4-person-2meal,organic_search,8,0,11.52,0,0,20.1,0,12,0,4,1,none,0
4031,5,2-person-3meal,organic_search,5,2,8.94,10.9,0,18.5,0,6,2,0,0,silver,0
4032,7,4-person-4meal,paid_social,2,1,11.61,2.6,0,15.1,1,0,0,0,0,none,1
4033,6,4-person-2meal,organic_search,2,2,9.64,0,0,12.6,0,0,0,16,0,none,1
4034,12,2-person-3meal,email,3,1,10.45,28.6,0,10.0,0,2,1,8,1,none,1
4035,24,4-person-4meal,affiliate,6,2,11.78,0,0,2.4,1,4,1,22,0,none,0
4036,4,4-person-4meal,affiliate,6,1,6.47,25.7,1,16.5,0,11,0,0,0,silver,0
4037,9,4-person-2meal,paid_social,6,1,14.24,0,0,18.2,0,0,3,5,0,none,0
4038,13,4-person-4meal,email,0,2,13.24,5.1,1,30.8,1,9,0,4,0,none,1
4039,15,4-person-2meal,paid_social,6,2,11.43,0,3,9.3,0,3,0,5,0,none,0
4040,8,2-person-4meal,referral,4,0,12.02,2.2,0,18.9,1,0,1,6,0,none,1
4041,22,4-person-2meal,organic_search,3,2,10.78,9.5,1,13.3,2,4,4,0,0,none,0
4042,20,2-person-4meal,paid_social,4,0,9.33,9.9,1,34.1,0,7,0,7,0,none,0
4043,7,4-person-4meal,affiliate,6,2,11.08,28.0,0,18.9,1,3,2,13,0,silver,0
4044,7,4-person-2meal,referral,2,2,14.5,15.1,0,1.5,0,10,3,14,0,silver,1
4045,1,2-person-3meal,affiliate,1,2,11.55,10.3,0,4.6,0,0,0,7,0,silver,0
4046,11,4-person-2meal,paid_social,7,0,8.5,0,2,16.2,0,11,2,4,0,none,0
4047,2,2-person-3meal,paid_social,5,3,11.23,0.8,0,16.9,0,0,1,11,0,none,1
4048,8,4-person-2meal,paid_social,6,0,12.75,13.5,0,16.3,1,5,1,3,0,silver,1
4049,1,4-person-2meal,paid_social,1,1,7.08,5.1,0,17.3,0,12,0,6,0,none,1
4050,6,4-person-2meal,paid_social,8,0,12.27,5.5,0,18.3,0,4,2,0,1,silver,0
4051,10,4-person-4meal,organic_search,7,1,9.45,0,0,15.6,1,7,2,5,0,none,1
4052,12,2-person-4meal,referral,8,0,7.79,3.6,0,22.3,0,6,0,5,0,none,0
4053,8,4-person-4meal,organic_search,5,1,10.83,15.2,0,18.9,0,6,0,11,0,none,1
4054,1,4-person-2meal,organic_search,2,1,10.6,19.7,1,14.2,1,6,0,9,0,none,1
4055,6,4-person-4meal,paid_social,2,0,9.51,12.9,1,9.4,1,8,0,3,0,gold,0
4056,4,4-person-2meal,paid_social,8,0,9.23,7.1,1,27.4,0,10,1,11,0,none,0
4057,1,4-person-4meal,email,7,0,10.37,12.0,1,24.1,2,4,1,2,0,none,0
4058,13,2-person-3meal,organic_search,7,0,13.4,15.6,0,12.5,1,13,3,6,0,silver,0
4059,17,4-person-2meal,organic_search,6,1,9.69,17.9,0,22.2,0,15,0,11,0,none,0
4060,18,4-person-4meal,organic_search,4,0,12.78,8.5,1,19.9,1,8,1,8,0,gold,0
4061,4,2-person-4meal,paid_social,8,0,12.33,1.8,0,7.1,3,6,3,8,0,none,0
4062,7,4-person-4meal,affiliate,7,0,12.44,2.5,4,20.9,0,4,1,8,0,none,1
4063,13,2-person-4meal,paid_social,5,2,9.64,29.7,3,3.2,0,14,0,5,0,none,0
4064,17,4-person-2meal,affiliate,4,0,9.11,25.8,1,17.8,0,7,0,0,0,silver,0
4065,1,4-person-4meal,email,5,2,13.23,0,0,24.1,1,7,2,9,0,silver,0
4066,1,2-person-3meal,organic_search,0,1,13.44,15.0,0,24.4,0,0,0,0,0,none,1
4067,1,4-person-4meal,paid_social,3,2,12.5,5.9,1,5.8,3,13,2,5,1,silver,0
4068,18,2-person-4meal,paid_social,6,2,10.34,0,0,19.2,1,0,0,1,0,silver,1
4069,12,4-person-4meal,paid_social,4,4,9.3,19.0,0,34.2,0,6,1,9,0,none,1
4070,1,4-person-4meal,affiliate,4,0,14.86,22.0,2,15.8,0,15,0,5,0,none,0
4071,11,4-person-4meal,paid_social,4,4,10.36,16.0,1,28.7,0,1,1,2,1,none,1
4072,8,4-person-4meal,organic_search,7,0,11.86,4.5,0,21.0,0,14,0,0,0,none,0
4073,2,2-person-4meal,referral,2,0,10.21,5.3,2,16.8,0,7,0,4,1,silver,1
4074,4,4-person-2meal,affiliate,7,1,13.31,2.1,0,7.3,0,3,0,0,0,silver,1
4075,13,4-person-2meal,affiliate,4,1,11.27,2.6,0,13.4,0,2,0,0,0,none,0
4076,19,4-person-2meal,affiliate,6,2,13.42,18.5,0,22.0,0,8,1,5,1,silver,0
4077,5,2-person-3meal,paid_social,4,0,10.95,4.7,0,10.4,1,10,0,4,0,silver,0
4078,8,4-person-2meal,organic_search,7,0,11.2,6.7,0,20.4,1,4,1,3,0,none,0
4079,11,2-person-4meal,organic_search,5,2,14.88,0,0,20.7,0,4,2,8,0,none,0
4080,6,2-person-4meal,affiliate,8,0,14.48,5.0,0,44.6,0,6,2,5,1,none,0
4081,12,4-person-4meal,affiliate,8,0,9.94,6.2,1,4.8,0,9,2,0,0,silver,0
4082,17,4-person-4meal,email,1,0,6.8,8.0,0,0.5,0,10,3,16,0,none,0
4083,9,4-person-4meal,organic_search,4,0,11.0,5.9,1,18.0,0,3,2,2,0,gold,0
4084,10,4-person-2meal,organic_search,6,1,12.68,0,1,33.4,0,4,1,0,0,none,1
4085,1,2-person-4meal,affiliate,4,0,8.33,5.6,1,9.1,0,5,0,6,0,none,0
4086,13,2-person-3meal,referral,4,2,9.19,0,0,10.7,0,7,2,0,0,none,0
4087,13,2-person-3meal,organic_search,8,0,12.64,9.3,0,12.4,0,0,1,18,0,silver,0
4088,2,4-person-2meal,referral,3,1,10.16,9.2,0,5.5,0,4,1,3,0,none,1
4089,14,2-person-3meal,referral,4,0,15.37,0.2,0,13.2,1,12,2,0,1,silver,0
4090,1,4-person-2meal,email,4,1,13.16,13.8,0,23.1,0,5,0,13,0,none,1
4091,1,4-person-2meal,paid_social,4,4,11.67,13.0,0,21.0,0,3,2,5,0,none,1
4092,11,4-person-2meal,affiliate,8,0,10.19,0,0,13.5,0,8,0,13,0,none,1
4093,14,2-person-3meal,paid_social,1,1,11.09,21.6,2,9.9,0,8,1,8,1,none,0
4094,5,4-person-2meal,paid_social,6,0,11.22,10.4,1,22.6,0,8,2,19,0,none,1
4095,6,2-person-4meal,email,6,0,10.66,3.4,0,13.0,1,4,0,22,0,none,1
4096,12,2-person-3meal,paid_social,7,1,13.68,10.1,0,11.5,2,3,0,13,0,none,0
4097,1,2-person-3meal,affiliate,4,0,10.45,10.2,0,4.5,0,3,0,9,0,silver,0
4098,10,2-person-4meal,organic_search,3,0,14.96,14.0,0,26.2,0,12,0,16,0,gold,0
4099,8,4-person-4meal,organic_search,8,0,10.75,0,0,17.7,1,2,0,2,0,silver,0
4100,17,2-person-3meal,paid_social,4,2,14.97,4.5,0,0.5,0,13,2,14,1,none,0
4101,12,2-person-3meal,referral,3,0,10.62,14.1,2,16.9,1,5,0,4,0,gold,0
4102,7,2-person-3meal,paid_social,7,1,10.66,22.2,0,7.2,1,5,1,6,0,none,0
